package,env_id,metric,dqn_1step,dqn_ride_1step,dqn_nstep,dqn_ride_nstep,ride_main_effect,nstep_main_effect,ride_x_nstep_interaction
minimum,doorkey_8x8,final_success_rate,0.0,0.0,0.54,0.47,-0.03500000000000003,0.505,-0.07000000000000006
minimum,doorkey_8x8,best_success_rate,0.0,0.0,0.56,0.75,0.09499999999999997,0.655,0.18999999999999995
minimum,doorkey_8x8,success_rate_auc,0.0,0.0,0.0852,0.15855,0.036675,0.121875,0.07335
