package,env_id,metric,dqn_1step,dqn_ride_1step,dqn_nstep,dqn_ride_nstep,ride_main_effect,nstep_main_effect,ride_x_nstep_interaction
minimum,doorkey_8x8,final_success_rate,0.0,0.0,0.012,0.0,-0.006,0.006,-0.012
minimum,doorkey_8x8,best_success_rate,0.002,0.0,0.066,0.012,-0.028000000000000004,0.038,-0.052000000000000005
minimum,doorkey_8x8,success_rate_auc,6.666666666666667e-05,0.0,0.0098,0.0012000000000000001,-0.004333333333333333,0.0054666666666666665,-0.008533333333333334
